,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_Bagging__base_estimator__criterion,param_Bagging__base_estimator__max_depth,param_Bagging__base_estimator__max_features,param_Bagging__base_estimator__min_samples_leaf,param_Bagging__base_estimator__splitter,param_Bagging__bootstrap,param_Bagging__bootstrap_features,param_Bagging__max_samples,param_Bagging__n_estimators,param_Bagging__random_state,param_Bagging__verbose,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
74,0.0445000171661377,0.0017000198364257812,0.6362823949955317,0.6607052815200034,entropy,1,sqrt,3,best,True,True,0.7,15,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",501,0.6106194690265486,0.6481113320079522,0.5663716814159292,0.6530815109343936,0.6964285714285714,0.6593843098311817,0.6071428571428571,0.6683217477656405,0.6517857142857143,0.6663356504468719,0.6696428571428571,0.6554121151936445,0.6428571428571429,0.6573982125124131,0.7117117117117117,0.6517857142857143,0.5855855855855856,0.6716269841269841,0.6216216216216216,0.6755952380952381,0.004609805330025217,0.00045826599008568576,0.04458200753785091,0.008761811515060792
75,0.017199993133544922,0.0009999990463256836,0.6398570151921358,0.6551486424762534,entropy,1,sqrt,3,best,True,True,0.9,5,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",461,0.5752212389380531,0.6590457256461233,0.5398230088495575,0.643141153081511,0.6517857142857143,0.637537239324727,0.6607142857142857,0.6564051638530288,0.6696428571428571,0.6663356504468719,0.7053571428571429,0.6613704071499503,0.6875,0.6722939424031777,0.6936936936936937,0.6557539682539683,0.5855855855855856,0.6408730158730159,0.6306306306306306,0.6587301587301587,0.0023151705306804077,1.0925711858167268e-07,0.0531385434567743,0.010704743953951339
76,0.031600022315979005,0.0016999959945678711,0.6425379803395889,0.6620982131203573,entropy,1,sqrt,3,best,True,True,0.9,10,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 10, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",445,0.5929203539823009,0.6630218687872763,0.5309734513274337,0.6560636182902585,0.6875,0.6504468718967229,0.6607142857142857,0.6722939424031777,0.6785714285714286,0.6613704071499503,0.6696428571428571,0.6613704071499503,0.6517857142857143,0.6663356504468719,0.7027027027027027,0.6567460317460317,0.6036036036036037,0.6577380952380952,0.6486486486486487,0.6755952380952381,0.0032618899900070065,0.00045825038369839467,0.04965992508217236,0.007251327859180875
77,0.04769995212554932,0.0018000841140747071,0.646112600536193,0.6600089650617912,entropy,1,sqrt,3,best,True,True,0.9,15,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",418,0.6283185840707964,0.6451292246520874,0.5752212389380531,0.6550695825049702,0.6428571428571429,0.6583912611717975,0.6696428571428571,0.663356504468719,0.6607142857142857,0.660377358490566,0.6875,0.6504468718967229,0.6517857142857143,0.6573982125124131,0.7027027027027027,0.6607142857142857,0.6036036036036037,0.6666666666666666,0.6396396396396397,0.6825396825396826,0.004960799053825618,0.00039995909358971104,0.035958711007995484,0.00954184587435934
78,0.015600085258483887,0.0012999534606933593,0.5737265415549598,0.6076891851081371,entropy,1,sqrt,3,best,True,False,0.7,5,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",835,0.6106194690265486,0.6351888667992047,0.5398230088495575,0.6322067594433399,0.5892857142857143,0.6176762661370407,0.5625,0.5858987090367428,0.5803571428571429,0.5868917576961271,0.5714285714285714,0.5988083416087389,0.5625,0.5829195630585898,0.5945945945945946,0.6468253968253969,0.6036036036036037,0.6140873015873016,0.5225225225225225,0.5763888888888888,0.0024166254383587594,0.0004582971975449824,0.026452415931899415,0.023683611695550156
79,0.029999971389770508,0.0015000581741333007,0.613047363717605,0.647405620226404,entropy,1,sqrt,3,best,True,False,0.7,10,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 10, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",716,0.5752212389380531,0.6520874751491054,0.5929203539823009,0.6441351888667992,0.5892857142857143,0.6335650446871897,0.6071428571428571,0.6703078450844091,0.6339285714285714,0.6504468718967229,0.7053571428571429,0.6484607745779544,0.6339285714285714,0.6534260178748759,0.6126126126126126,0.6537698412698413,0.5945945945945946,0.6339285714285714,0.5855855855855856,0.6339285714285714,0.002792859006115898,0.000500035292770436,0.03597436728470373,0.010950167441003017
80,0.04530000686645508,0.0017999649047851563,0.6300268096514745,0.6642815368237291,entropy,1,sqrt,3,best,True,False,0.7,15,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",574,0.6283185840707964,0.6520874751491054,0.5309734513274337,0.6461232604373758,0.6339285714285714,0.6673286991062563,0.5892857142857143,0.7000993048659384,0.6607142857142857,0.6593843098311817,0.6964285714285714,0.663356504468719,0.6785714285714286,0.6713008937437934,0.6306306306306306,0.6567460317460317,0.6036036036036037,0.6636904761904762,0.6486486486486487,0.6626984126984127,0.003951010476526468,0.000400018706226792,0.04509858164876576,0.013799873937972185
81,0.014600038528442383,0.0007999658584594727,0.5942806076854334,0.6217888994119644,entropy,1,sqrt,3,best,True,False,0.9,5,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",789,0.5929203539823009,0.6322067594433399,0.5398230088495575,0.6332007952286283,0.5535714285714286,0.6405163853028798,0.5625,0.6156901688182721,0.6071428571428571,0.6146971201588878,0.5982142857142857,0.602780536246276,0.6428571428571429,0.6276067527308838,0.6126126126126126,0.5942460317460317,0.6216216216216216,0.6339285714285714,0.6126126126126126,0.623015873015873,0.0026533267772035057,0.00039998293544725054,0.031011898301033312,0.014069902974166817
82,0.03160004615783692,0.0012999534606933593,0.6184092940125112,0.6508828724818536,entropy,1,sqrt,3,best,True,False,0.9,10,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 10, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",668,0.6194690265486725,0.6709741550695825,0.584070796460177,0.6540755467196819,0.5714285714285714,0.6524329692154915,0.6071428571428571,0.6653426017874876,0.625,0.6494538232373386,0.6696428571428571,0.6504468718967229,0.6696428571428571,0.631578947368421,0.6036036036036037,0.6577380952380952,0.5855855855855856,0.6448412698412699,0.6486486486486487,0.6319444444444444,0.003747014824214918,0.00045824517566237855,0.03319522242264253,0.012009880421368649
83,0.04630002975463867,0.00149993896484375,0.6371760500446828,0.6703452553934444,entropy,1,sqrt,3,best,True,False,0.9,15,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': False, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': True, 'Bagging__base_estimator__min_samples_leaf': 3}",485,0.6371681415929203,0.6938369781312127,0.6017699115044248,0.6739562624254473,0.6160714285714286,0.6772591857000994,0.6160714285714286,0.6832174776564052,0.6428571428571429,0.6623634558093346,0.6696428571428571,0.6722939424031777,0.6785714285714286,0.6494538232373386,0.6576576576576577,0.6706349206349206,0.5675675675675675,0.6646825396825397,0.6846846846846847,0.6557539682539683,0.0038484034023668766,0.0004999637694715827,0.03524398024577084,0.01235884827159456
84,0.017999935150146484,0.0010999917984008789,0.6327077747989276,0.6498901170223658,entropy,1,sqrt,3,best,False,True,0.7,5,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': False, 'Bagging__base_estimator__min_samples_leaf': 3}",537,0.5929203539823009,0.6520874751491054,0.5575221238938053,0.6610337972166997,0.625,0.6564051638530288,0.5982142857142857,0.6544190665342602,0.6607142857142857,0.6464746772591857,0.6964285714285714,0.663356504468719,0.6428571428571429,0.6454816285998014,0.7117117117117117,0.6349206349206349,0.5945945945945946,0.6438492063492064,0.6486486486486487,0.6408730158730159,0.0031622444873105125,0.0005384641783988686,0.04625357777637093,0.008638847776142338
85,0.03259994983673096,0.0015000581741333007,0.6273458445040214,0.6596183532699863,entropy,1,sqrt,3,best,False,True,0.7,10,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 10, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': False, 'Bagging__base_estimator__min_samples_leaf': 3}",597,0.6106194690265486,0.6560636182902585,0.6017699115044248,0.679920477137177,0.6339285714285714,0.6544190665342602,0.5625,0.6643495531281033,0.6607142857142857,0.6554121151936445,0.6785714285714286,0.6564051638530288,0.6160714285714286,0.6504468718967229,0.6846846846846847,0.6597222222222222,0.5765765765765766,0.6607142857142857,0.6486486486486487,0.6587301587301587,0.004737125875600103,0.0004999876136028523,0.03915548392550827,0.0076704827145305235
86,0.05000002384185791,0.0017999887466430664,0.6318141197497766,0.6655767453098906,entropy,1,sqrt,3,best,False,True,0.7,15,100,0,"{'Bagging__max_samples': 0.7, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': False, 'Bagging__base_estimator__min_samples_leaf': 3}",557,0.584070796460177,0.6640159045725647,0.584070796460177,0.679920477137177,0.6339285714285714,0.6673286991062563,0.6071428571428571,0.6802383316782522,0.6607142857142857,0.6663356504468719,0.6964285714285714,0.6583912611717975,0.6160714285714286,0.6534260178748759,0.7207207207207207,0.6755952380952381,0.5675675675675675,0.6607142857142857,0.6486486486486487,0.6498015873015873,0.007456505504777996,0.00039997102606563684,0.047640828623610375,0.00999463326582602
87,0.020300006866455077,0.0012000083923339843,0.6309204647006256,0.6531645209761591,entropy,1,sqrt,3,best,False,True,0.9,5,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 5, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': False, 'Bagging__base_estimator__min_samples_leaf': 3}",563,0.5929203539823009,0.6610337972166997,0.5929203539823009,0.668986083499006,0.625,0.6514399205561072,0.5803571428571429,0.6494538232373386,0.6607142857142857,0.637537239324727,0.7232142857142857,0.64746772591857,0.6607142857142857,0.6524329692154915,0.6846846846846847,0.6498015873015873,0.5945945945945946,0.6567460317460317,0.5945945945945946,0.6567460317460317,0.0017916425187507789,0.00039998294610584623,0.04615015698766922,0.008019695810571081
88,0.03510000705718994,0.0014000177383422852,0.6362823949955317,0.657232275864524,entropy,1,sqrt,3,best,False,True,0.9,10,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 10, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': False, 'Bagging__base_estimator__min_samples_leaf': 3}",501,0.6106194690265486,0.6540755467196819,0.5929203539823009,0.6709741550695825,0.6517857142857143,0.660377358490566,0.5982142857142857,0.6554121151936445,0.6696428571428571,0.6434955312810328,0.6607142857142857,0.6464746772591857,0.6339285714285714,0.6454816285998014,0.7477477477477478,0.6607142857142857,0.5765765765765766,0.6666666666666666,0.6216216216216216,0.6686507936507936,0.002844264923046424,0.0004899111201966236,0.04695283112516296,0.00941289102271503
89,0.0574000358581543,0.001999974250793457,0.6362823949955317,0.6586237293221802,entropy,1,sqrt,3,best,False,True,0.9,15,100,0,"{'Bagging__max_samples': 0.9, 'Bagging__random_state': 100, 'Bagging__bootstrap_features': True, 'Bagging__base_estimator__splitter': 'best', 'Bagging__verbose': 0, 'Bagging__base_estimator__criterion': 'entropy', 'Bagging__base_estimator__max_depth': 1, 'Bagging__n_estimators': 15, 'Bagging__base_estimator__max_features': 'sqrt', 'Bagging__bootstrap': False, 'Bagging__base_estimator__min_samples_leaf': 3}",501,0.6106194690265486,0.6630218687872763,0.6194690265486725,0.6779324055666004,0.625,0.6593843098311817,0.6071428571428571,0.6494538232373386,0.6607142857142857,0.6494538232373386,0.6607142857142857,0.6434955312810328,0.6160714285714286,0.6434955312810328,0.7387387387387387,0.6617063492063492,0.5675675675675675,0.6666666666666666,0.6576576576576577,0.6716269841269841,0.0079648714431794,0.0004472345065198175,0.043682270127831664,0.011233531149764059
